Time (s),x,y,z,,timestamps
35.92916526,-1.443703651,0.007182605,-2.631227732,35929.16526,35929165.26
35.93116523,-1.604115129,-0.138863698,-2.619256735,35931.16523,35931165.23
35.93316606,-1.640028119,-0.251391172,-2.875436306,35933.16606,35933166.06
35.93516689,-1.594538331,-0.579396784,-3.646369219,35935.16689,35935166.89
35.93716773,-1.738190413,-1.649604917,-0.790086567,35937.16773,35937167.73
35.93916863,-1.675941229,-3.155557871,17.91162109,35939.16863,35939168.63
35.94116866,-1.778891921,-6.225223541,23.34885406,35941.16866,35941168.66
35.94316869,-3.821146011,-7.546823025,29.49985695,35943.16869,35943168.69
35.94516872,-7.372046471,-5.882853031,28.59245491,35945.16872,35945168.72
35.94716876,-8.344092369,-4.5370121,26.08093643,35947.16876,35947168.76
35.94916879,-7.441478252,-2.341529369,16.13033485,35949.16879,35949168.79
35.95116882,-4.611232281,-0.938527048,4.786009312,35951.16882,35951168.82
35.95316799,-3.385401249,-0.462080926,1.185129881,35953.16799,35953167.99
35.95516756,-2.355894566,0.01436521,-1.122880578,35955.16756,35955167.56
35.95716802,-2.236184359,0.117315881,-0.926556051,35957.16802,35957168.02
35.95916799,-2.240972757,0.067037649,-0.677559078,35959.16799,35959167.99
35.96116795,-2.166752577,-0.146046311,-1.067813993,35961.16795,35961167.95
35.96316792,-2.049436569,-0.440533102,-1.103726983,35963.16792,35963167.92
35.96516789,-1.982398987,-0.577002585,-0.900219858,35965.16789,35965167.89
35.96716785,-1.826775908,-0.864306808,-0.981622696,35967.16785,35967167.85
35.96916782,-1.774103403,-1.146822572,-1.230619669,35969.16782,35969167.82
35.97116782,-1.814804912,-1.271321058,-1.443703651,35971.16782,35971167.82
35.97316872,-2.075772762,-1.520318031,-1.786074519,35973.16872,35973168.72
35.97516962,-2.382230759,-1.778891921,-1.891419291,35975.16962,35975169.62
35.97717052,-2.509123325,-1.922544003,-1.924938202,35977.17052,35977170.52
35.97917142,-2.683900118,-2.236184359,-2.015917778,35979.17142,35979171.42
35.98117232,-2.806004286,-2.525882721,-2.178723574,35981.17232,35981172.32
35.98317235,-2.873042107,-2.681505919,-2.329558372,35983.17235,35983172.35
35.98517238,-2.995146275,-3.059789658,-2.762908697,35985.17238,35985172.38
35.98717242,-3.131615877,-3.56496644,-3.392583847,35987.17242,35987172.42
35.98917242,-3.531447411,-3.885789394,-3.797203779,35989.17242,35989172.42
35.99117242,-4.34787035,-5.260360241,-5.341763496,35991.17242,35991172.42
35.99317155,-4.982633114,-5.870882034,-5.969044209,35993.17155,35993171.55
35.99517065,-5.806238174,-6.579565525,-6.613084316,35995.17065,35995170.65
35.99717065,-7.810185432,-8.238747597,-7.965808392,35997.17065,35997170.65
35.99917065,-9.996091843,-10.09904194,-9.122207642,35999.17065,35999170.65
36.00117062,-12.10059452,-12.22269917,-9.852438927,36001.17062,36001170.62
36.00317058,-13.12770748,-13.33360863,-10.03679276,36003.17058,36003170.58
36.00517055,-15.30433559,-15.45995903,-10.27381897,36005.17055,36005170.55
36.00717051,-17.59079933,-17.76557541,-10.95377159,36007.17051,36007170.51
36.00917048,-18.78550529,-19.02971458,-11.73906994,36009.17048,36009170.48
36.01117045,-21.4478569,-21.653759,-13.17559147,36011.17045,36011170.45
36.01317128,-24.37117767,-24.38314819,-14.35593224,36013.17128,36013171.28
36.01517168,-25.62843323,-25.72180748,-14.9763298,36015.17168,36015171.68
36.01717168,-27.54379463,-28.26205444,-16.19737244,36017.17168,36017171.68
36.01917171,-30.33303833,-31.05608749,-17.32504272,36019.17171,36019171.71
36.02117175,-31.38409424,-32.39683914,-17.74402809,36021.17175,36021171.75
36.02317281,-33.04566956,-34.6357193,-17.94035149,36023.17281,36023172.81
36.02517284,-33.89561081,-36.52953339,-17.39208031,36025.17284,36025172.84
36.02717288,-34.0512352,-37.3459549,-16.79113579,36027.17288,36027172.88
36.02917274,-33.59154892,-38.64361191,-15.01703167,36029.17274,36029172.74
36.03117278,-31.92997169,-39.46482468,-12.71111584,36031.17278,36031172.78
36.03317191,-30.69216919,-39.65875244,-11.60978317,36033.17191,36033171.91
36.03517101,-27.78800201,-39.87183762,-9.534010887,36035.17101,36035171.01
36.03717011,-24.70427132,-39.98436737,-7.458237648,36037.17011,36037170.11
36.03916921,-23.29139328,-39.98675919,-6.320991993,36039.16921,36039169.21
36.04116918,-20.93549728,-39.89099121,-3.775655985,36041.16918,36041169.18
36.04316914,-19.05365562,-39.72579193,-1.149216771,36043.16914,36043169.14
36.04516911,-17.55967331,-39.60847473,1.405396342,36045.16911,36045169.11
36.04716907,-16.94675827,-39.24934387,2.63841033,36047.16907,36047169.07
36.04916907,-15.83824253,-38.7800827,4.944325924,36049.16907,36049169.07
36.05116911,-14.74409294,-38.21983719,7.108684063,36051.16911,36051169.11
36.05317001,-14.31762505,-37.83676529,8.116642952,36053.17001,36053170.01
36.05517094,-13.62809563,-36.93894196,10.01524544,36055.17094,36055170.94
36.05717097,-12.93377686,-35.90703964,11.71273422,36057.17097,36057170.97
36.059171,-12.57225227,-35.3132782,12.51479149,36059.171,36059171
36.06117104,-11.86356831,-34.02729416,14.02074432,36061.17104,36061171.04
36.06317107,-11.53556347,-32.4902153,15.23250961,36063.17107,36063171.07
36.0651711,-11.50204468,-31.68815804,15.65867805,36065.1711,36065171.1
36.0671711,-11.47570801,-30.22290611,16.02499008,36067.1711,36067171.1
36.0691711,-11.48289108,-29.14551544,15.66825485,36069.1711,36069171.1
36.0711711,-11.53795719,-28.72653008,15.285182,36071.1711,36071171.1
36.07317024,-11.66724396,-27.98911476,14.0925703,36073.17024,36073170.24
36.07516937,-11.74625301,-27.38098907,12.50042629,36075.16937,36075169.37
36.0771685,-11.8085022,-27.10565567,11.60499477,36077.1685,36077168.5
36.0791676,-11.89948177,-26.56217194,9.672874451,36079.1676,36079167.6
36.0811667,-11.96173096,-26.07854271,7.637802601,36081.1667,36081166.7
36.08316564,-11.96651936,-25.85109329,6.593930721,36083.16564,36083165.64
36.0851656,-11.85159779,-25.38901329,4.50109911,36085.1656,36085165.6
36.08716557,-11.64809036,-24.93650818,2.389413357,36087.16557,36087165.57
36.0891657,-11.523592,-24.69708824,1.297657371,36089.1657,36089165.7
36.09116567,-11.24347019,-24.17006493,-1.130063176,36091.16567,36091165.67
36.0931665,-10.9058876,-23.71037865,-3.691859007,36093.1665,36093166.5
36.09516737,-10.47014332,-23.54517746,-5.444714069,36095.16737,36095167.37
36.09716827,-10.16607952,-23.34645844,-6.131849766,36097.16827,36097168.27
36.09916917,-9.390357971,-23.3225174,-7.312191486,36099.16917,36099169.17
36.1011692,-8.499714851,-23.43743896,-8.332120895,36101.1692,36101169.2
36.10316923,-8.061576843,-23.50447655,-8.763077736,36103.16923,36103169.23
36.10516926,-7.182904243,-23.67207146,-9.416694641,36105.16926,36105169.26
36.1071693,-6.270713329,-23.80614662,-9.682451248,36107.1693,36107169.3
36.10916933,-5.791872978,-23.88994217,-9.696816444,36109.16933,36109169.33
36.11116933,-4.762067318,-24.16288185,-9.56274128,36111.16933,36111169.33
36.11316843,-3.670311213,-24.58695602,-8.954613686,36113.16843,36113168.43
36.11516753,-3.102885485,-24.8407402,-8.571541786,36115.16753,36115167.53
36.11716663,-1.848323703,-25.3698597,-7.644985199,36117.16663,36117166.63
36.11916573,-0.464475125,-25.92770767,-6.682516098,36119.16573,36119165.73
36.1211657,0.239420176,-26.24853134,-6.184522152,36121.1657,36121165.7
36.12316566,1.707065821,-26.78004456,-5.14783287,36123.16566,36123165.66
36.1251654,3.076549292,-27.1774807,-3.849876404,36125.1654,36125165.4
36.1271654,3.675099611,-27.31873894,-3.110068083,36127.1654,36127165.4
36.12916543,4.797980309,-27.56294823,-1.508347034,36129.16543,36129165.43
36.13116546,5.803843975,-27.59646606,0.225054964,36131.16546,36131165.46
36.13316636,6.311414719,-27.62998581,1.182735682,36133.16636,36133166.36
36.13516763,7.216423035,-27.53900528,3.232172251,36135.16763,36135167.63
36.13716853,8.097489357,-27.25409508,5.286696434,36137.16853,36137168.53
36.13916943,8.430283546,-26.98833847,6.239588737,36139.16943,36139169.43
36.14117033,8.82532692,-26.18867683,7.735964775,36141.17033,36141170.33
36.14317036,9.375992775,-25.55421257,9.024045944,36143.17036,36143170.36
36.14517036,9.684844971,-25.14719772,9.593865395,36145.17036,36145170.36
36.14717036,9.754277229,-24.21315956,10.44141293,36147.17036,36147170.36
36.14917036,9.670479774,-23.15492249,10.77420712,36149.17036,36149170.36
36.15117036,9.53640461,-22.09908104,10.97771454,36151.17036,36151170.36
36.15316949,9.531616211,-21.65136528,11.13812542,36153.16949,36153169.49
36.15516909,9.263465881,-20.73199081,11.40148735,36155.16909,36155169.09
36.15716906,9.062353134,-19.76952171,11.74146461,36157.16906,36157169.06
36.15916903,8.976161003,-19.25955772,11.96651936,36159.16903,36159169.03
36.16116899,8.705616951,-18.20371437,12.56267548,36161.16899,36161168.99
36.16316896,8.411129951,-17.14787102,13.39346313,36163.16896,36163168.96
36.16516886,8.255506516,-16.62114716,13.80526638,36165.16886,36165168.86
36.16716882,7.901165009,-15.55093861,14.67196751,36167.16882,36167168.82
36.16916879,7.48696804,-14.52592087,15.45995903,36169.16879,36169168.79
36.17116876,7.034463882,-13.56345177,16.12315369,36171.16876,36171168.76
36.17316962,6.81659174,-13.07982349,16.39609146,36173.16962,36173169.62
36.17517052,6.383241177,-12.1772089,16.82465363,36175.17052,36175170.52
36.17717142,6.15339756,-11.75104141,16.92760468,36177.17142,36177171.42
36.17917232,5.648221016,-10.97053146,16.93478775,36179.17232,36179172.32
36.18117236,5.22684145,-10.29776096,16.67860794,36181.17236,36181172.36
36.18317239,5.032911301,-9.993697166,16.4583416,36183.17239,36183172.39
36.18517265,4.637568474,-9.440636635,15.92922211,36185.17265,36185172.65
36.18717269,4.328716755,-8.880393028,15.34743118,36187.17269,36187172.69
36.18917269,4.197035789,-8.640973091,14.97393608,36189.17269,36189172.69
36.19117265,3.854664803,-8.248324394,14.16200256,36191.17265,36191172.65
36.19317175,3.514688015,-7.89398241,13.37909794,36193.17175,36193171.75
36.19517049,3.356670856,-7.752724171,12.94814205,36195.17049,36195170.49
36.19717045,2.987963676,-7.484573841,12.1077776,36197.17045,36197170.45
36.19917042,2.631227732,-7.178115845,11.15967369,36199.17042,36199170.42
36.20117038,2.37744236,-7.046434879,10.1588974,36201.17038,36201170.38
36.20317035,2.243366957,-6.799831867,9.689633369,36203.17035,36203170.35
36.20517035,2.023100376,-6.541258335,8.712799072,36205.17035,36205170.35
36.20717038,1.903390408,-6.385635376,7.803002834,36207.17038,36207170.38
36.20917042,1.886630893,-6.313809395,7.369652271,36209.17042,36209170.42
36.21117045,1.8602947,-6.081571579,6.660968304,36211.17045,36211170.45
36.21317135,1.826775908,-5.890035629,5.933131218,36213.17135,36213171.35
36.21517178,1.798045516,-5.794267178,5.583577633,36215.17178,36215171.78
36.21717182,1.771709204,-5.638644218,4.865017891,36217.17182,36217171.82
36.21917185,1.845929503,-5.437531471,4.220977783,36219.17185,36219171.85
36.22117188,1.872265697,-5.341763496,3.897760391,36221.17188,36221171.88
36.22317188,2.011129379,-5.159803867,3.244143248,36223.17188,36223171.88
36.22517195,2.164358377,-4.96108532,2.683900118,36225.17195,36225171.95
36.22717195,2.264914751,-4.824316502,2.485181332,36227.17195,36227171.95
36.22917195,2.437297344,-4.57531929,2.109291792,36229.17195,36229171.95
36.23117195,2.521094322,-4.333505154,1.81959331,36231.17195,36231171.95
36.23317121,2.592920542,-4.19464159,1.695094824,36233.17121,36233171.21
36.23517031,2.815581083,-3.888183594,1.479616642,36235.17031,36235170.31
36.23716941,3.009511471,-3.560178041,1.247379065,36237.16941,36237169.41
36.23916851,3.090914488,-3.426102638,1.122880578,36239.16851,36239168.51
36.24116848,3.459621429,-3.095702887,0.945709646,36241.16848,36241168.48
36.24316844,3.715801001,-2.777273893,0.885854602,36243.16844,36243168.44
36.24516841,3.816357613,-2.63601613,0.905008256,36245.16841,36245168.41
36.24716838,3.835511208,-2.389413357,0.878672004,36247.16838,36247168.38
36.24916834,4.189853191,-2.102109194,0.720654726,36249.16834,36249168.34
36.25116834,4.493916512,-1.941697598,0.550666392,36251.16834,36251168.34
36.25316921,4.647145271,-1.659181833,0.442927301,36253.16921,36253169.21
36.25517011,4.891354084,-1.479616642,0.189141929,36255.17011,36255170.11
36.25717014,5.140650272,-1.371877551,-0.04070143,36257.17014,36257170.14
36.25917018,5.22684145,-1.331176162,-0.138863698,36259.17018,36259170.18
36.26117021,5.336975098,-1.271321058,-0.294486821,36261.17021,36261170.21
36.26317024,5.392041683,-1.15161097,-0.366312861,36263.17024,36263170.24
36.26517027,5.399224281,-1.082179189,-0.399831682,36265.17027,36265170.27
36.26717027,5.382464886,-0.9648633,-0.48123455,36267.17027,36267170.27
36.26917024,5.392041683,-0.857124209,-0.624886632,36269.17024,36269170.24
36.27117021,5.40401268,-0.794874966,-0.684741676,36271.17021,36271170.21
36.27316931,5.454290867,-0.658405483,-0.749385118,36273.16931,36273169.31
36.27516841,5.399224281,-0.569819987,-0.703895271,36275.16841,36275168.41
36.27716751,5.341763496,-0.521935999,-0.679953277,36277.16751,36277167.51
36.27916661,5.198111057,-0.351947635,-0.605733037,36279.16661,36279166.61
36.28116657,5.085583687,-0.20350714,-0.509964943,36281.16657,36281166.57
36.28316657,5.042488098,-0.131681099,-0.476446152,36283.16657,36283166.57
36.28516657,4.886565685,0.019153614,-0.423773706,36285.16657,36285166.57
36.28716657,4.67827034,0.138863698,-0.311246216,36287.16657,36287166.57
36.28916657,4.572925091,0.193930343,-0.258573771,36289.16657,36289166.57
36.29116657,4.321534157,0.351947635,-0.124498487,36291.16657,36291166.57
36.29316731,4.077325344,0.500388145,0.050278235,36293.16731,36293167.31
36.29516817,3.806780815,0.569819987,0.292092621,36295.16817,36295168.17
36.29716904,3.672705412,0.66798228,0.392649084,36297.16904,36297169.04
36.2991699,3.426102638,0.778115571,0.569819987,36299.1699,36299169.9
36.30116994,3.270479441,0.837970614,0.663193882,36301.16994,36301169.94
36.30316997,3.19865346,0.900219858,0.833182216,36303.16997,36303169.97
36.30517,3.057395458,0.933738649,0.955286503,36305.17,36305170
36.30717004,2.887407303,0.936132848,0.998382092,36307.17004,36307170.04
36.30917007,2.82036972,0.945709646,0.984016895,36309.17007,36309170.07
36.3111701,2.738966703,0.943315446,0.924161851,36311.1701,36311170.1
36.31316927,2.719813108,0.950498104,0.857124209,36313.16927,36313169.27
36.3151684,2.667140722,0.936132848,0.687135875,36315.1684,36315168.4
36.3171675,2.60010314,0.907402456,0.493205547,36317.1675,36317167.5
36.31916657,2.576161146,0.895431459,0.282515794,36319.16657,36319166.57
36.32116567,2.583343744,0.869095206,0.177170932,36321.16567,36321165.67
36.32316563,2.559401512,0.876277804,-0.031124622,36323.16563,36323165.63
36.3251656,2.52827692,0.878672004,-0.14844051,36325.1656,36325165.6
36.32716556,2.511517525,0.869095206,-0.191536129,36327.16556,36327165.56
36.32916556,2.473210335,0.861912608,-0.263362199,36329.16556,36329165.56
36.33116556,2.45405674,0.852335811,-0.272938997,36331.16556,36331165.56
36.33316646,2.442085743,0.857124209,-0.248996973,36333.16646,36333166.46
36.33516736,2.41574955,0.866701007,-0.153228909,36335.16736,36335167.36
36.33716826,2.384624958,0.895431459,0.019153614,36337.16826,36337168.26
36.33916916,2.351106167,0.909796655,0.16759412,36339.16916,36339169.16
36.3411692,2.221819162,0.952892304,0.620098233,36341.1692,36341169.2
36.34316923,1.991975784,1.029506683,1.259350061,36343.16923,36343169.23
36.34516926,1.8579005,1.070208192,1.644816518,36345.16926,36345169.26
36.34716926,1.608903527,1.127668977,2.511517525,36347.16926,36347169.26
36.34916926,1.312022567,1.213860273,3.701435804,36349.16926,36349169.26
36.35116926,0.727837324,1.491587639,6.450278759,36351.16926,36351169.26
36.3531684,0.16759412,1.577778935,8.356062889,36353.1684,36353168.4
36.3551684,-0.442927301,0.210689753,10.71435165,36355.1684,36355168.4
36.3571684,-0.155623108,-0.555454791,10.49408531,36357.1684,36357168.4
36.3591684,0.100556471,-1.496376038,9.510068893,36359.1684,36359168.4
36.36116836,0.567425787,-2.190694571,7.448660851,36361.16836,36361168.36
36.36316833,0.735019922,-2.959233284,5.698499203,36363.16833,36363168.33
36.36516829,0.701501072,-3.349488258,4.891354084,36365.16829,36365168.29
36.36716826,0.679953277,-3.919308186,3.646369219,36367.16826,36367168.26
36.36916823,0.708683729,-4.264073372,3.112462282,36369.16823,36369168.23
36.37116819,0.732625723,-4.362235546,3.093308687,36371.16819,36371168.19
36.37316902,0.730231524,-4.568136692,3.265691042,36373.16902,36373169.02
36.37516986,0.701501072,-4.886565685,3.517082214,36375.16986,36375169.86
36.37717072,0.684741676,-5.104737282,3.663128614,36377.17072,36377170.72
36.37917166,0.677559078,-5.569212437,4.05577755,36379.17166,36379171.66
36.38117256,0.672770679,-6.143820763,4.594472885,36381.17256,36381172.56
36.38317259,0.689530075,-6.479009151,4.881777287,36383.17259,36383172.59
36.38517262,0.806845963,-7.309797287,5.308244228,36385.17262,36385172.62
36.38717266,0.943315446,-8.317755699,5.399224281,36387.17266,36387172.66
36.38917269,1.039083481,-8.916306496,5.322609425,36389.17269,36389172.69
36.39117272,1.230619669,-10.10861874,5.004180908,36391.17272,36391172.72
36.39317186,1.398213744,-11.1070013,4.568136692,36393.17186,36393171.86
36.39517096,1.520318031,-11.52838039,4.220977783,36395.17096,36395170.96
36.39717092,1.589749932,-12.14129639,3.442862034,36397.17092,36397170.92
36.39917089,1.544260144,-12.58182907,2.549824715,36399.17089,36399170.89
36.40117132,1.453280449,-12.79491329,2.109291792,36401.17132,36401171.32
36.40317129,1.252167463,-13.25220585,1.029506683,36403.17129,36403171.29
36.40517125,1.051054597,-13.70471001,-0.620098233,36405.17125,36405171.25
36.40717125,0.351947635,-13.95131302,-1.831564307,36407.17125,36407171.25
36.40917125,-0.047884032,-14.43972969,-4.448426723,36409.17125,36409171.25
36.41117128,-0.37349546,-15.12237644,-5.818209171,36411.17128,36411171.28
36.41317218,-0.253785372,-16.16624832,-6.572382927,36413.17218,36413172.18
36.41517222,-0.251391172,-16.8509903,-6.988974094,36415.17222,36415172.22
36.41717225,0.093373865,-18.44552803,-7.003339291,36417.17225,36417172.25
36.41917228,0.454898328,-21.04084396,-6.498162746,36419.17228,36419172.28
36.42117232,0.289698392,-22.22836685,-6.435913563,36421.17232,36421172.32
36.42317235,-1.118092179,-25.17353439,-6.189310551,36423.17235,36423172.35
36.42517235,-4.240131378,-30.64189148,-5.231629848,36425.17235,36425172.35
36.42717235,-6.174945354,-33.67295074,-5.15022707,36427.17235,36427172.35
36.42917235,-8.490138054,-37.35792542,-5.868487835,36429.17235,36429172.35
36.43117235,-9.237129211,-40.29082489,-4.838681698,36431.17235,36431172.35
36.43317152,-9.850045204,-42.36899185,-4.448426723,36433.17152,36433171.52
36.43517065,-12.13171959,-46.75546646,-3.277662039,36435.17065,36435170.65
36.43716978,-15.30433559,-51.57738876,-2.918531895,36437.16978,36437169.78
36.43916888,-16.40327454,-53.66513443,-2.801215887,36439.16888,36439168.88
36.44116842,-17.68177795,-57.1920929,-2.7509377,36441.16842,36441168.42
36.44316838,-18.22286797,-59.72755051,-3.239354849,36443.16838,36443168.38
36.44516835,-18.87409019,-61.16646576,-3.857059002,36445.16835,36445168.35
36.44716831,-19.36011314,-63.50799561,-5.418377876,36447.16831,36447168.31
36.44916828,-18.98901176,-65.05973816,-7.132626057,36449.16828,36449168.28
36.45116825,-18.51256561,-65.56012726,-7.920318604,36451.16825,36451168.25
36.45316908,-16.82704735,-66.16825104,-9.225158691,36453.16908,36453169.08
36.45516994,-14.37269211,-66.00065613,-9.5747118,36455.16994,36455169.94
36.45716998,-11.62893677,-65.42365265,-9.500492096,36457.16998,36457169.98
36.45917001,-10.28818417,-63.63967514,-8.810961723,36459.17001,36459170.01
36.46116958,-7.853281021,-60.88634491,-7.573159218,36461.16958,36461169.58
36.46316961,-5.78469038,-57.44348145,-6.050446987,36463.16961,36463169.61
36.46516964,-4.915595531,-55.29349136,-4.913201332,36465.16964,36465169.64
36.46716968,-3.847482204,-49.94215012,-2.545036316,36467.16968,36467169.68
36.46916971,-3.375824451,-44.30619812,-0.383072257,36469.16971,36469169.71
36.47116971,-3.227383852,-41.71058655,0.543483794,36471.16971,36471169.71
36.47316881,-2.911349297,-37.19512177,2.188300371,36473.16881,36473168.81
36.47516791,-2.877830505,-35.15047073,3.500322819,36475.16791,36475167.91
36.47716701,-2.892195702,-31.47028542,4.079719543,36477.16701,36477167.01
36.47916611,-3.016694069,-28.2668438,5.052064896,36479.16611,36479166.11
36.48116607,-3.12203908,-25.40816689,5.770325184,36481.16607,36481166.07
36.48316604,-3.150769472,-24.09345055,6.028899193,36483.16604,36483166.04
36.48516604,-3.138798475,-21.69924927,6.385635376,36485.16604,36485166.04
36.48716604,-3.124433279,-19.6498127,6.63702631,36487.16604,36487166.04
36.48916607,-3.134010077,-18.71607399,6.768707275,36489.16607,36489166.07
36.49116611,-3.189076662,-17.00182533,7.024887085,36491.16611,36491166.11
36.49316697,-3.110068083,-15.50784302,7.221211433,36493.16697,36493166.97
36.49516787,-3.126827478,-14.81352425,7.264307022,36495.16787,36495167.87
36.49716877,-3.088520288,-13.51077938,7.324162483,36497.16877,36497168.77
36.49916967,-2.966415882,-12.36395645,7.216423035,36499.16967,36499169.67
36.50117014,-2.889801502,-11.7989254,7.12065506,36501.17014,36501170.14
36.50317017,-2.67432332,-10.67365074,6.871658325,36503.17017,36503170.17
36.50517017,-2.45405674,-9.680056572,6.613084316,36505.17017,36505170.17
36.50717017,-2.30561614,-9.194033623,6.459855556,36507.17017,36507170.17
36.50917017,-1.958456993,-8.272266388,6.11748457,36509.17017,36509170.17
36.51117017,-1.668758631,-7.364863873,5.686528206,36511.17017,36511170.17
36.5131693,-1.577778935,-6.948272705,5.516540051,36513.1693,36513169.3
36.51516844,-1.304839969,-6.256348133,5.107131481,36515.16844,36515168.44
36.51716754,-1.074996591,-5.624279022,4.690241337,36517.16754,36517167.54
36.51916664,-1.031900883,-5.298667431,4.486733913,36519.16664,36519166.64
36.52116584,-1.106121182,-4.685452938,4.158728123,36521.16584,36521165.84
36.5231658,-1.221042871,-4.101267338,3.790021181,36523.1658,36523165.8
36.52516577,-1.249773264,-3.600879431,3.368641853,36525.16577,36525165.77
36.52716574,-1.302445769,-3.337517262,3.134010077,36527.16574,36527165.74
36.5291657,-1.355118155,-2.834734917,2.549824715,36529.1657,36529165.7
36.53116567,-1.345541358,-2.164358377,1.537077546,36531.16567,36531165.67
36.53316653,-1.345541358,-2.164358377,1.537077546,36533.16653,36533166.53
36.53516743,-1.403002143,-1.754949808,0.804451764,36535.16743,36535167.43
36.53716833,-1.405396342,-1.388636947,0.076614454,36537.16833,36537168.33
36.53916923,-1.405396342,-1.199495077,-0.299275219,36539.16923,36539169.23
36.54116927,-1.37666595,-0.864306808,-1.11569798,36541.16927,36541169.27
36.5431693,-1.103726983,-0.622492433,-1.982398987,36543.1693,36543169.3
36.54516933,-0.902614057,-0.478840351,-2.358288765,36545.16933,36545169.33
36.54716936,-0.691924274,-0.143652096,-3.16034627,36547.16936,36547169.36
36.54916937,-0.454898328,0.198718742,-3.806780815,36549.16937,36549169.37
36.55116933,-0.313640416,0.301669419,-4.101267338,36551.16933,36551169.33
36.55316843,0.04309563,0.349553436,-4.352658749,36553.16843,36553168.43
36.55516813,0.308852017,0.612915635,-4.620809078,36555.16813,36555168.13
36.5571681,0.450109929,0.70628953,-4.745307922,36557.1681,36557168.1
36.55916806,0.629675031,0.900219858,-4.915595531,36559.16806,36559168.06
36.56116803,0.806845963,0.979228497,-4.776432514,36561.16803,36561168.03
36.563168,0.9672575,1.029506683,-4.673481941,36563.168,36563168
36.565168,0.998382092,1.173158884,-4.393360138,36565.168,36565168
36.56716803,1.000776291,1.345541358,-4.118026733,36567.16803,36567168.03
36.56916806,1.096544385,1.498770237,-3.790021181,36569.16806,36569168.06
36.57116809,1.15161097,1.577778935,-3.586514235,36571.16809,36571168.09
36.57316899,1.223437071,1.723825216,-3.263296843,36573.16899,36573168.99
36.57516989,1.295263171,1.843535304,-2.928108692,36575.16989,36575169.89
36.57717079,1.328781962,1.922544003,-2.803610086,36577.17079,36577170.79
36.57917169,1.352723956,2.121262789,-2.557007313,36579.17169,36579171.69
36.58117249,1.367089152,2.322375536,-2.169146776,36581.17249,36581172.49
36.58317249,1.33835876,2.482787132,-2.018311977,36583.17249,36583172.49
36.58517249,1.106121182,2.8993783,-1.881842494,36585.17249,36585172.49
36.58717249,0.92895025,3.277662039,-1.683123827,36587.17249,36587172.49
36.58917249,0.902614057,3.45722723,-1.479616642,36589.17249,36589172.49
36.59117249,0.885854602,3.737348795,-1.101332784,36591.17249,36591172.49
36.59317163,0.962469101,3.998316765,-0.493205547,36593.17163,36593171.63
36.59517073,0.991199493,4.146757126,-0.146046311,36595.17073,36595170.73
36.59717069,0.991199493,4.453215122,0.59615624,36597.17069,36597170.69
36.59917066,0.921767652,4.797980309,1.477222443,36599.17066,36599170.66
36.60117062,0.878672004,4.956296921,1.994369984,36601.17062,36601170.62
36.60317059,0.840364814,5.320215225,3.052607059,36603.17059,36603170.59
36.60517056,0.78050977,5.664980412,4.182670593,36605.17056,36605170.56
36.60717052,0.811634362,5.870882034,4.695029736,36607.17052,36607170.52
36.60917049,1.007958889,6.320991993,5.655403614,36609.17049,36609170.49
36.61117049,1.173158884,6.725611687,6.419154167,36611.17049,36611170.49
36.61317139,1.252167463,6.89081192,6.670545101,36613.17139,36613171.39
36.61517169,1.467645645,7.12065506,6.795043468,36615.17169,36615171.69
36.61717172,1.699883223,7.23557663,6.663362503,36617.17172,36617171.72
36.61917176,1.982398987,7.245153427,6.309020519,36619.17176,36619171.76
36.62117179,2.126051188,7.247547626,6.007351398,36621.17179,36621171.79
36.62317182,2.408566952,7.257124424,5.253177643,36623.17182,36623171.82
36.62517185,2.722207308,7.27148962,4.321534157,36625.17185,36625171.85
36.62717185,2.8969841,7.278672218,3.785232782,36627.17185,36627171.85
36.62917182,3.19625926,7.283460617,2.743755102,36629.17182,36629171.82
36.63117179,3.450044632,7.27388382,1.707065821,36631.17179,36631171.79
36.63317089,3.562572241,7.252336025,1.194706678,36633.17089,36633170.89
36.63516999,3.854664803,7.170933247,0.208295554,36635.16999,36635169.99
36.63716909,4.09169054,7.091924667,-0.751779318,36637.16909,36637169.09
36.63916819,4.192247391,7.056011677,-1.221042871,36639.16819,36639168.19
36.64116815,4.280832767,6.948272705,-2.066195965,36641.16815,36641168.15
36.64316815,4.254496574,6.701669693,-2.762908697,36643.16815,36643168.15
36.64516818,4.268861771,6.517316341,-3.052607059,36645.16818,36645168.18
36.64716822,4.240131378,6.134243965,-3.572149038,36647.16822,36647168.22
36.64916788,4.151545525,5.758354187,-4.070142746,36649.16788,36649167.88
36.65116792,4.086902142,5.550058842,-4.333505154,36651.16792,36651167.92
36.65316882,3.964797974,5.090372086,-4.857835293,36653.16882,36653168.82
36.65516972,3.758896589,4.625597477,-5.257966042,36655.16972,36655169.72
36.65716975,3.639186621,4.369418144,-5.415983677,36657.16975,36657169.75
36.65916978,3.359065056,3.837905407,-5.547664642,36659.16978,36659169.78
36.66116978,3.01429987,3.34469986,-5.449502468,36661.16978,36661169.78
36.66316978,2.853888512,3.107673883,-5.334580898,36663.16978,36663169.78
36.66516978,2.588132143,2.667140722,-5.018546104,36665.16978,36665169.78
36.66716978,2.329558372,2.205059767,-4.671087742,36667.16978,36667169.78
36.66916978,2.128445387,1.97042799,-4.30956316,36669.16978,36669169.78
